id.establecimientos;razon.social;nombre.sucursal;direccion;ccz;barrio;cajas;cadena;long;lat;ciudad;depto;id.depto;localidad;superficie (m2)
552;Coboe S.A.;Farmashop 39;Av. Brasil 2703;;Pocitos;2;Farmashop;-34,90840;-56,155533;Montevideo;Montevideo;1;1020;
553;Coboe S.A.;Farmashop 40;Gabriel Pereira 3209;;Pocitos;2;Farmashop;-34,91001;-56,147149;Montevideo;Montevideo;1;1020;38
554;Coboe S.A.;Farmashop 41;25 de mayo 293;;Interior;2;Farmashop;-31,71424;-55,983073;Tacuarembó;Tacuarembó;18;18220;
555;Coboe S.A.;Farmashop 42;Av. Luis P. Ponce 1507;;Parque Batlle;2;Farmashop;-34,90027;-56,159597;Montevideo;Montevideo;1;1020;61
556;Coboe S.A.;Farmashop 43;18 de Julio 1331;;Malvín;2;Farmashop;-34,90559;-56,187317;Montevideo;Montevideo;1;1020;
557;Coboe S.A.;Farmashop 44;Gral. Flores 3315;;Brazo Oriental;2;Farmashop;-34,86634;-56,171962;Montevideo;Montevideo;1;1020;25
558;Coboe S.A.;Farmashop 45;Barra de Carrasco  Av. del Parque 77  ;;Interior;3;Farmashop;-34,86884;-56,021134;Parque Carrasco;Canelones;3;3727;136
559;Coboe S.A.;Farmashop 46;Presidente Berro 530;;Interior;3;Farmashop;-34,89020;-56,056453;Trinidad;Flores;7;7320;
560;Coboe S.A.;Farmashop 47;Av. Italia  3428;;La Blanqueada;2;Farmashop;-34,88759;-56,143421;Montevideo;Montevideo;1;1020;53
561;Coboe S.A.;Farmashop 48;Legrand 4856;;Malvín;2;Farmashop;-34,88807;-56,103210;Montevideo;Montevideo;1;1020;46
562;Coboe S.A.;Farmashop 49;Avda. de las Américas  6000;;Interior;2;Farmashop;-34,86974;-56,030996;Paso de Carrasco;Canelones;3;3525;
563;Coboe S.A.;Farmashop 50;Br. España 2169;;Parque Rodó;2;Farmashop;-34,90878;-56,168763;Montevideo;Montevideo;1;1020;37
564;Coboe S.A.;Farmashop 51;Orinoco 4997;;Malvín;2;Farmashop;-34,89564;-56,101161;Montevideo;Montevideo;1;1020;52
565;Coboe S.A.;Farmashop 52;20 de setiembre  1525;;Pocitos;2;Farmashop;-34,90107;-56,163162;Montevideo;Montevideo;1;1020;66
566;Coboe S.A.;Farmashop 53;Av Italia 4280;;Buceo;2;Farmashop;-34,89540;-56,143083;Montevideo;Montevideo;1;1020;320
567;Coboe S.A.;Farmashop 54;Solymar  Av. Giannattasio KM 22.800 ;;Interior;2;Farmashop;-34,82942;-55,971309;Solymar;Canelones;3;3732;48
568;Coboe S.A.;Farmashop 55;18 de Julio 1999;;Centro;4;Farmashop;-34,90057;-56,172890;Montevideo;Montevideo;1;1020;135
569;Coboe S.A.;Farmashop 56;Francisco J. Muñoz 2951;;Pocitos;2;Farmashop;-34,90678;-56,149745;Montevideo;Montevideo;1;1020;92
570;Coboe S.A.;Farmashop 57;Rivera 3500;;Pocitos;5;Farmashop;-34,90135;-56,138603;Montevideo;Montevideo;1;1020;165
571;Coboe S.A.;Farmashop 58;Av. Italia  3815;;Unión ;2;Farmashop;-34,88635;-56,130289;Montevideo;Montevideo;1;1020;123
572;Coboe S.A.;Farmashop 60;Av. Brasil 2500;;Pocitos;2;Farmashop;-34,90722;-56,160070;Montevideo;Montevideo;1;1020;182
573;Coboe S.A.;Farmashop 61;Av. Agraciada 4104;;Prado ;2;Farmashop;-34,85829;-56,217289;Montevideo;Montevideo;1;1020;125
574;Coboe S.A.;Farmashop 62;Bvar. Artigas 1481;;Parque Batlle ;2;Farmashop;-34,90140;-56,164521;Montevideo;Montevideo;1;1020;20
575;Coboe S.A.;Farmashop 63;Artigas 561;;Interior;2;Farmashop;-34,33947;-56,714673;San José de Mayo;San José;16;16220;
576;Coboe S.A.;Farmashop 64;Peatonal Sarandí  508;;Ciudad Vieja;3;Farmashop;-34,90731;-56,204173;Montevideo;Montevideo;1;1020;218
577;Coboe S.A.;Farmashop 65;Av. Ceberio  581;;Interior;2;Farmashop;-34,79578;-54,922200;San Carlos;Maldonado;10;10321;
578;Coboe S.A.;Farmashop 66;Manuel Melendez 1135;;Interior;2;Farmashop;-34,79292;-54,914852;Treinta y Tres;Treinta y Tres;10;10321;
579;Coboe S.A.;Farmashop 67;18 de Julio 1011;;Interior;2;Farmashop;-34,79270;-54,920549;San Carlos;Maldonado;10;10321;95
580;Coboe S.A.;Farmashop 68;Av. Italia  2839;;Parque Batlle;2;Farmashop;-34,89055;-56,153425;Montevideo;Montevideo;1;1020;261
581;Coboe S.A.;Farmashop 69;Av. Luis Batlle Berres  6149;;Paso de la Arena;3;Farmashop;-34,83901;-56,262265;Montevideo;Montevideo;1;1020;65
582;Coboe S.A.;Farmashop 70;Uruguayana 3501;;Capurro ;2;Farmashop;-34,86985;-56,209565;Montevideo;Montevideo;1;1020;53
583;Coboe S.A.;Farmashop 71;Ruta 10 Av Eduardo V. Haedo entre Las Brisas y Los romances 209;;Interior;2;Farmashop;-34,91535;-54,855725;La Barra;Maldonado;10;10942;
584;Coboe S.A.;Farmashop 72;Cno. Ariel 4939;;Sayago;2;Farmashop;-34,83294;-56,217837;Montevideo;Montevideo;1;1020;50
585;Coboe S.A.;Farmashop 73;Gral. Paz 1447;;Punta Gorda;2;Farmashop;-34,89253;-56,079651;Montevideo;Montevideo;1;1020;60
586;Coboe S.A.;Farmashop 74;Lagomar  Av. Giannattasio KM 21.800 ;;Interior;3;Farmashop;-34,83428;-55,980075;Lagomar;Canelones;3;3831;219
587;Coboe S.A.;Farmashop 75;Av. Gorlero ;;Interior;2;Farmashop;-34,95926;-54,940390;Punta del Este;Maldonado;10;10524;31
588;Coboe S.A.;Farmashop 76;Av. Gorlero 780;;Interior;2;Farmashop;-34,96241;-54,943305;Punta del Este;Maldonado;10;10524;58
589;Coboe S.A.;Farmashop 77;Arocena 1980;;Carrasco;3;Farmashop;-34,88111;-56,061216;Montevideo;Montevideo;1;1020;50
590;Coboe S.A.;Farmashop 78;Alberdi 6502;;Carrasco;2;Farmashop;-34,88033;-56,066603;Montevideo;Montevideo;1;1020;47
591;Coboe S.A.;Farmashop 79;Aparicio Saravia 649;;Interior;2;Farmashop;-32,37061;-54,168661;Melo;Cerro Largo;4;4220;160
592;Coboe S.A.;Farmashop 80;Oribe 898;;Interior;2;Farmashop;-32,37630;-54,165164;Melo;Cerro Largo;4;4220;70
593;Coboe S.A.;Farmashop 81;Florencio Sanchez 898;;Interior;2;Farmashop;-32,36917;-54,164540;Melo;Cerro Largo;4;4220;105
594;Coboe S.A.;Farmashop 82;18 de Julio 1395;;Interior;2;Farmashop;-32,31768;-58,076983;Paysandú;Paysandú;11;11120;67
595;Coboe S.A.;Farmashop 83;18 de Julio 1119;;Interior;2;Farmashop;-32,31691;-58,084021;Paysandú;Paysandú;11;11120;225
596;Coboe S.A.;Farmashop 84;Av. Carlos Lecueder 250;;Interior;2;Farmashop;-30,39974;-56,464410;Artigas;Artigas;11;11120;
597;Coboe S.A.;Farmashop 86;18 de Julio 1676;;Interior;2;Farmashop;-32,70324;-57,632374;Young;Río Negro;12;12421;47
598;Coboe S.A.;Farmashop 87;18 de Julio  953;;Interior;2;Farmashop;-32,69879;-57,624850;Young;Río Negro;12;12421;79
599;Coboe S.A.;Farmashop 88;Roosevelt esq. Camachop 0;;Interior;2;Farmashop;-34,91565;-54,960412;Maldonado;Maldonado;10;10320;38
600;Coboe S.A.;Farmashop 89;Carlos M Ramirez 802;;La Teja;2;Farmashop;-34,86466;-56,233994;Montevideo;Montevideo;1;1020;33
601;Coboe S.A.;Farmashop 90;Luis A. de Herrera   3365;;Brazo Oriental;5;Farmashop;-34,86938;-56,169181;Montevideo;Montevideo;1;1020;305
602;Coboe S.A.;Farmashop 91;Rodo  550;;Interior;2;Farmashop;-33,25084;-58,033156;Mercedes;Soriano;17;17220;47
603;Coboe S.A.;Farmashop 92;Artigas  289;;Interior;2;Farmashop;-33,24781;-58,029509;Mercedes;Soriano;17;17220;
604;Coboe S.A.;Farmashop 94;Calle 11 s/n  ;;Interior;3;Farmashop;-34,77391;-55,761469;Atlántida;Canelones;3;3621;68
605;Coboe S.A.;Farmashop 95;Gral. Manuel Oribe 751;;Interior;2;Farmashop;-33,38049;-56,523140;Durazno;Durazno;6;6220;145
606;Coboe S.A.;Puntoshop 2;21 de Setiembre 2855;;Punta Carretas;3;Farmashop;-34,91898;-56,155542;Montevideo;Montevideo;1;1020;109
607;Coboe S.A.;Puntoshop 4;Sarandi  822;;Interior;3;Farmashop;-34,90616;-54,957705;Maldonado;Maldonado;10;10320;145
608;Coboe S.A.;Puntoshop 5;Av. Gral. Artigas  1068;;Interior;3;Farmashop;-34,72439;-55,958768;Pando;Canelones;3;3322;315
609;Coboe S.A.;Puntoshop 6;8 de Octubre 3691;;Unión;2;Farmashop;-34,87562;-56,142005;Montevideo;Montevideo;1;1020;52
663;San Roque S.A.;San Roque Cordón;18 de Julio 1551 ;;Cordón;2;San Roque;-34,904306;-56,182333;Montevideo;Montevideo;1;1020;133
664;San Roque S.A.;San Roque Centro;18 de Julio 1078 ;;Centro;3;San Roque;-34,906083;-56,192722;Montevideo;Montevideo;1;1020;222
665;San Roque S.A.;San Roque Costa Urbana;Av. Giannattassio Km. 21.0;;Interior;2;San Roque;-34,865944;-56,024083;Ciudad de la Costa;Canelones;3;3831;140
666;San Roque S.A.;San Roque Yí;18 de Julio 1252 ;;Centro;2;San Roque;-34,905722;-56,189028;Montevideo;Montevideo;1;1020;111
667;San Roque S.A.;San Roque MAM;José L. Terra 2220 ;1;Aguada;1;San Roque;-34,886806;-56,18375;Montevideo;Montevideo;1;1020;55
668;San Roque S.A.;San Roque Montevideo Shopping;Avenida Luis Alberto de Herrera 1290 119;;Buceo;3;San Roque;-34,903083;-56,136139;Montevideo;Montevideo;1;1020;202
669;San Roque S.A.;San Roque Portones Shopping;Av Italia 5775 203;;Carrasco;3;San Roque;-34,881417;-56,081056;Montevideo;Montevideo;1;1020;290
670;San Roque S.A.;San Roque Tres Cruces Shopping;Bulevar Gral. Artigas 1825 ;;Tres Cruces;4;San Roque;-34,893806;-56,166111;Montevideo;Montevideo;1;1020;170
671;San Roque S.A.;San Roque Punta Carretas Shopping;José Ellauri 350 109;;Punta Carretas;3;San Roque;-34,924028;-56,158333;Montevideo;Montevideo;1;1020;116
672;San Roque S.A.;San Roque Punta del Este Shopping;P.7 - Playa Mansa esq. Ave Roosevelt;;Interior;3;San Roque;-34,940361;-54,934222;Punta del Este;Maldonado;10;10524;92
673;San Roque S.A.;San Roque Cerro;Carlos Ma Ramirez 1490 ;;Cerro;2;San Roque;-34,872889;-56,246806;Montevideo;Montevideo;1;1020;56
674;San Roque S.A.;San Roque Parque Roosevelt;Av a la Playa Ciudad de la Costa 1 ;;Interior;1;San Roque;-34,866;-56,024222;Ciudad de la Costa;Canelones;3;3831;123
675;San Roque S.A.;San Roque Salto Shopping;Av. Jose Batlle y Ordoñez 2265 117;;Interior;1;San Roque;-31,38425;-57,944;Salto;Salto;15;15120;111
676;San Roque S.A.;San Roque Universidad;18 de Julio 1835 ;;Cordón;2;San Roque;-34,902028;-56,176528;Montevideo;Montevideo;1;1020;95
677;San Roque S.A.;San Roque Ellauri;Ellauri 452 ;;Punta Carretas;1;San Roque;-34,92375;-56,158194;Montevideo;Montevideo;1;1020;83
678;San Roque S.A.;San Roque Mercedes Shopping;Don Bosco 734 ;;Interior;1;San Roque;-33,257139;-58,027694;Mercedes;Soriano;17;17220;62
679;San Roque S.A.;San Roque Aeropuerto;101 Km. 19.95;;Interior;1;San Roque;-34,814944;-58,534694;Ciudad de la Costa;Canelones;3;3831;93
680;San Roque S.A.;San Roque Punta del Este Shopping;Playa Mansa esq. Ave Roosevelt;;Interior;1;San Roque;-34,940361;-54,934222;Punta del Este;Maldonado;10;10524;76
681;San Roque S.A.;San Roque Benito Blanco;Gabriel Pereyra 3298 ;;Pocitos;1;San Roque;-34,911222;-56,146139;Montevideo;Montevideo;1;1020;75
682;San Roque S.A.;San Roque Colonia Shopping;Av Roosevelt esq. Luís Casanello;;Interior;1;San Roque;-34,465806;-57,8345;Colonia del Sacramento;Colonia;5;5320;74
683;San Roque S.A.;San Roque Ciudad Vieja;Sarandí 667 ;;Ciudad Vieja;1;San Roque;-34,906611;-56,201194;Montevideo;Montevideo;1;1020;96
684;San Roque S.A.;San Roque Unión;8 de Octubre 3640 ;;Unión;1;San Roque;-34,876944;-56,143528;Montevideo;Montevideo;1;1020;69
685;San Roque S.A.;San Roque Mercedes ;Colon 278 ;;Interior;1;San Roque;-33,257278;-58,028667;Mercedes;Soriano;17;17220;105
686;San Roque S.A.;San Roque Salto Centro;Uruguay 839 ;;Interior;1;San Roque;-31,387528;-57,964694;Salto;Salto;15;15120;187
687;San Roque S.A.;San Roque Fray Bentos;18 de Julio 1707 ;;Interior;1;San Roque;-33,122806;-58,304028;Fray Bentos;Río Negro;12;12320;93
688;San Roque S.A.;San Roque Paysandú;19 de Abril 914 ;;Interior;1;San Roque;-32,317861;-58,084028;Paysandú;Paysandú;11;11120;175
689;San Roque S.A.;San Roque Trinidad;Francisco Fondar 649 ;;Interior;1;San Roque;-33,51775;-56,897389;Trinidad;Flores;7;7320;37
690;San Roque S.A.;San Roque Colonia Centro;Av. Artigas 389 ;;Interior;1;San Roque;-33,51775;-56,897389;Colonia del Sacramento;Colonia;5;5320;182
691;San Roque S.A.;San Roque Durazno Centro;18 de Julio 549 ;;Interior;1;San Roque;-33,378472;-56,523111;Durazno;Durazno;6;6220;137
692;San Roque S.A.;San Roque Durazno Ruta;Morquio 800 ;;Interior;1;San Roque;-33,384111;-56,520278;Durazno;Durazno;6;6220;25
693;San Roque S.A.;San Roque Rivera;Sarandí 665 ;;Interior;1;San Roque;-30,901778;-55,540861;Rivera;Rivera;13;13220;40
694;San Roque S.A.;San Roque Arocena;Arocena 1681 ;;Carrasco;2;San Roque;-34,886778;-56,058667;Montevideo;Montevideo;1;1020;100
695;Mercados Devoto S.A.;Devoto Express - Ciudadela;Sarandi 700 ;;Ciudad Vieja;3;Devoto Express;-34,9065514;-56,2009051;Montevideo;Montevideo;1;1020;181
696;Mercados Devoto S.A.;Devoto Express - Centenario;Av. Centenario 2971 ;;La Blanqueada;3;Devoto Express;-34,8860963;-56,1531658;Montevideo;Montevideo;1;1020;196
697;Mercados Devoto S.A.;Devoto Express - Maldonado;Maldonado 902 ;;Barrio Sur;3;Devoto Express;-34,9100729;-56,1965548;Montevideo;Montevideo;1;1020;134
698;Mercados Devoto S.A.;Devoto Express - 18 de julio IV;18 de Julio 2160;;Tres Cruces;3;Devoto Express;-34,8990938;-56,1685676;Montevideo;Montevideo;1;1020;121
699;Farmazul S.A;Pigalle Lyon;18 de julio 2102 ;;Cordón;1;Pigalle;-34,8995753;-56,1697701;Montevideo;Montevideo;1;1020;235
700;Farsolis S.A;Pigalle Marazul;18 de julio 2151 ;;Cordón;1;Pigalle;-34,8991372;-56,1687484;Montevideo;Montevideo;1;1020;167
701;Farsolis S.A;Pigalle Cordón;18 de julio 2051 ;;Cordón;1;Pigalle;-34,8998189;-56,1731098;Montevideo;Montevideo;1;1020;452
702;Calafate S.A;Pigalle Mayo;Andes 1397 ;;Centro;1;Pigalle;-34,9067268;-56,1980688;Montevideo;Montevideo;1;1020;140
703;Tresiglos S.A.;Pigalle Tres Cruces;E. Victor Haedo 2356 ;;Tres Cruces;1;Pigalle;-34,8954741;-56,1659119;Montevideo;Montevideo;1;1020;77
704;Calousd S.A.;Pigalle 1 Pocitos;Buxareo 1158 ;;Pocitos;1;Pigalle;-34,9080083;-56,1435764;Montevideo;Montevideo;1;1020;177
705;Karine S.A.;Pigalle 2 Pocitos;Av.Brasil 2570 ;;Pocitos;1;Pigalle;-34,9077221;-56,1579642;Montevideo;Montevideo;1;1020;200
706;Natizei S.A;Pigalle 3 Pocitos;Benito Blanco 994 ;;Pocitos;1;Pigalle;-34,9136346;-56,1488298;Montevideo;Montevideo;1;1020;303
707;Alenstar S.A.;Pigalle Palermo;Carlos M. Morales 946 esq. Gonzalo Ramirez;;Palermo;1;Pigalle;-34,9152211;-56,1597292;Montevideo;Montevideo;1;1020;
708;Alenstar S.A.;Pigalle Massone;Gabriel Pereira 3148 ;;Pocitos;1;Pigalle;-34,9088869;-56,1483066;Montevideo;Montevideo;1;1020;80
709;Alenstar S.A.;Pigalle Domar;Manuel Pagola 3295 ;;Pocitos;1;Pigalle;-34,9090111;-56,1453314;Montevideo;Montevideo;1;1020;70
710;Rampini e hijos Ltda.;Pigalle Hermes;Br. España 2508 ;;Pocitos;1;Pigalle;-34,9112534;-56,1624701;Montevideo;Montevideo;1;1020;130
711;Fredy Ubaldo Alonzo Brito;Super Quico ;11 esq. 22 y 24 ;;Interior;2;Sin Cadena;-34,7732896;-55,76257;Atlántida;Canelones;3;3621;300
712;Mercados Devoto S.A.;Devoto Express - Rivera II;Av. Gral. Rivera 2454 ;;Pocitos;3;Devoto Express;-34,9026848;-56,1624983;Montevideo;Montevideo;1;1020;148
714;Mercados Devoto S.A.;Devoto Express - 18 de Julio III;Av. 18 de Julio 1764 ;;Cordón;3;Devoto Express;-34,9027942;-56,1781647;Montevideo;Montevideo;1;1020;181
715;Mercados Devoto S.A.;Devoto Express - L.A. de Herrera;luis alberto herrera 2940 ;;Larrañaga;3;Devoto Express;-34,8772147;-56,1567986;Montevideo;Montevideo;1;1020;278
716;Mercados Devoto S.A.;Devoto Express - Canelones;Canelones 1251 ;;Barrio Sur;3;Devoto Express;-34,9085305;-56,1887753;Montevideo;Montevideo;1;1020;132
717;Polakof y CIA SA;El Dorado - Las Toscas;Mario Ferreira esq. ente calle E y D;;Interior;5;El Dorado;-34,7704497;-55,7322023;Las Toscas;Canelones;3;3726;470
718;Polakof y CIA SA;El Dorado - Pinares ;Leandro Gomez esq. Lima;;Interior;6;El Dorado;-34,8994876;-54,9952163;Pinares;Canelones;10;10830;700
719;Polakof y CIA SA;El Dorado - Paso de los Toros;carlos berrutti esq. florencio sanchez;;Interior;6;El Dorado;-32,8107573;-56,512083;Paso de los toros;Tacuarembó;18;18321;600
720;Mercados Devoto S.A.;Devoto Express - 21 Setiembre II;21 de setiembre 2998 ;;Punta Carretas;3;Devoto Express;-34,9152324;-56,1597424;Montevideo;Montevideo;1;1020;119
721;Mercados Devoto S.A.;Devoto Express - Carrasco ;Cno Carrasco 6955 ;;Carrasco Norte;3;Devoto Express;-34,8700963;-56,0751842;Montevideo;Montevideo;1;1020;184
722;Mercados Devoto S.A.;Devoto Express - Solymar ;Rambla Costanera esq. Saturno;;Interior;3;Devoto Express;-34,8381924;-55,9643136;Ciudad de la Costa;Canelones;3;3831;197
723;Mercados Devoto S.A.;Devoto Express - Libertador ;Av. Libertador 1895 ;1;Aguada;2;Devoto Express;-34,8962272;-56,1898754;Montevideo;Montevideo;1;1020;148
724;Mercados Devoto S.A.;Devoto Express - Portal Américas ;Av. de las Americas 6000 ;;Interior;5;Devoto Express;-34,867331;-56,0311719;Ciudad de la Costa;Canelones;3;3831;447
725;Mercados Devoto S.A.;Devoto Express - WTC ;Luis A. de Herrera 1248 Torre 01. Local 002;;Pocitos;2;Devoto Express;-34,9044736;-56,1361532;Montevideo;Montevideo;1;1020;74
726;Mercados Devoto S.A.;Devoto Express - Yaguaron ;Venezuela 1409 ;1;Aguada;4;Devoto Express;-34,8936075;-56,1869573;Montevideo;Montevideo;1;1020;233
727;ERIZE S.A.;PLANETA BELLONI;Belloni 4575 ;;Piedras Blancas;6;Planeta ;-34,8280015;-56,1406854;Montevideo;Montevideo;3;3985;
728;Polakof  y Cía.  S.A.;El Dorado- La Tuna ;Charruas Esq Bulevar Artigas ;;Interior;6;El Dorado;-34,7801127;-55,5629575;La Tuna ;Canelones ;1;1020;470
729;Mercados Devoto S.A.;Devoto Express - Oviedo;Oviedo 4723;;Malvín;3;Devoto Express;-34,8870085;-56,1091871;Montevideo;Montevideo;1;1020;217
730;Mercados Devoto S.A.;Devoto Express-Misiones;Misiones 1373;;Ciudad Vieja;2;Devoto Express;-34,9074645;-56,2411353;Montevideo;Montevideo;1;1020;199
731;Mercados Devoto S.A.;Devoto Express- L.A.Herrera II;L.A.Herrera 1056;;Buceo;3;Devoto Express;-34,9087159;-56,1361425;Montevideo;Montevideo;1;1020;98
732;Mercados Devoto S.A.;Devoto Express-Sarandí;Sarandi 891;;Interior;3;Devoto Express;-34,9064134;-56,2033817;Maldonado ;Maldonado;10;10320;195
733;Mercados Devoto S.A.;Devoto Express-San Jose;San Jose 1085;;Centro ;2;Devoto Express;-34,9069038;-56,1949424;Montevideo;Montevideo;1;1020;120
734;Mercados Devoto S.A.;Devoto Express-Boulevard3;Av. Agraciada 3199;;Prado ;1;Devoto Express;-34,8722845;-56,2043715;Montevideo;Montevideo;1;1020;137
735;Henderson y Cia.  S.A.;Tienda Inglesa - Solanas;Ruta Interbalnearia Km118 y Ruta 12;;Interior;7;Tienda Inglesa;-34,87950612;-55,05286744;Punta del Este;Maldonado;10;10969;294
736;Henderson y Cia.  S.A.;Tienda Inglesa - Cordón;Arenal Grande 1605;;Cordón;4;Tienda Inglesa;-34,8995534;-56,17523074;Montevideo;Montevideo;1;1020;190
737;Henderson y Cia.  S.A.;Tienda Inglesa - La Barra;Ruta 10 km 110;;Interior;9;Tienda Inglesa;-34,91548744;-54,8556429;Punta del Este;Maldonado;10;10942;578
738;Alenstar S.A.;Pigalle Cielmar;Rincon 700 esq. Juncal;;Ciudad Vieja;1;Pigalle;-34,9054842;-56,2013238;Montevideo;Montevideo;1;1020;
739;Alenstar S.A.;Pigalle Canadá;Av. Bolivia 1429;;Portones;1;Pigalle;-34,8930556;-56,0666667;Montevideo;Montevideo;1;1020;
740;Alenstar S.A.;Pigalle Alvarez;Av. Garibaldi 2567 esq. Monte Caseros;;La Comercial;1;Pigalle;-34,8838279;-56,1669688;Montevideo;Montevideo;1;1020;
741;Alenstar S.A.;Pigalle Ponce;Rivera 2475 esq. Ponce;;Goes;1;Pigalle;-34,9026893;-56,1618548;Montevideo;Montevideo;1;1020;
742;Alenstar S.A.;Pigalle Punta Carretas;21 de setiembre 2948 ;;Punta Carretas;1;Pigalle;-34,919649;-56,153426;Montevideo;Montevideo;1;1020;
743;Mercados Devoto S.A.;Devoto Express Berro;Pedro Berro  1216;;Pocitos;4;Devoto Express;-34,9102768;-56,1479359;Montevideo;Montevideo;1;1020;
744;Mercados Devoto S.A.;Devoto Express Rondeau;Av. Gral Rondeau 2132;1;Aguada;3;Devoto Express;-34,893882;-56,1616155;Montevideo;Montevideo;1;1020;
745;Mercados Devoto S.A.;Devoto Express Av. Italia;Av. Italia 2484;;Tres Cruces;3;Devoto Express;-34,8937769;-56,1617219;Montevideo;Montevideo;1;1020;
746;Coboe S.A.;Farmashop 85 85;Gral. Flores 405 1;;Interior;3;Farmashop;-34,4706418;-57,8454824;Colonia del Sacramento;Colonia;5;5320;
747;Coboe S.A.;Farmashop 85;Gral. Flores 450 7;;Interior;3;Farmashop;-34,470609;-57,8450993;Colonia del Sacramento;Colonia;5;5320;
748;Coboe S.A.;Farmashop 59;Avenida Italia 3949 1;;Malvín;3;Farmashop;-34,8866011;-56,1262941;Montevideo;Montevideo;1;1020;
749;Coboe S.A.;Farmashop 93;Dr. Pouey 607 1;;Interior;3;Farmashop;-34,727518;-56,2236033;Las Piedras;Canelones;3;3221;
750;Coboe S.A.;Farmashop 96;Uruguay 697 1;;Interior;3;Farmashop;-31,3874193;-57,9673349;Salto;Salto;15;15120;
751;Coboe S.A.;Farmashop 97;Sarandí 509 1;;Interior;3;Farmashop;-30,8993852;-55,5393625;Rivera;Rivera;13;13220;
752;Coboe S.A.;Farmashop 98;Jose Batlle y Ordoñez 181 1;;Interior;3;Farmashop;-34,5311421;-56,28309;Las Piedras;Canelones;3;3221;
753;Coboe S.A.;BELA 1;Av. 8 de Octubre 3800;;Unión;2;Farmashop;-34,8764572;-56,14269;Montevideo;Montevideo;1;1020;140
754;Coboe S.A.;BELA 2;Av. José Belloni  4281;;Piedras Blancas;2;Farmashop;-34,825498;-56,141113;Montevideo;Montevideo;1;1020;
755;Coboe S.A.;BELA 3;18 de Julio  987;;Centro;2;Farmashop;-34,906107;-56,194901;Montevideo;Montevideo;1;1020;
756;Polakof  y Cía.  S.A.;El Dorado - Dolores;Carlos P. Puig esquina Adalberto Schuster 1410;;Interior;7;El Dorado;-33,5310745;-58,2157148;Dolores;Soriano;17;17321;
757;Polakof  y Cía.  S.A.;El Dorado - Sarandí Grande;Libertad 1034;;Interior;4;El Dorado;-34,094817;-56,220295;Sarandí Grande;Florida;8;8421;621
758;Polakof  y Cía.  S.A.;El Dorado - Las Flores;Ruta 10 y Las Violetas 560;;Interior;4;El Dorado;-34,813007;-55,330896;Las Flores;Maldonado;10;10945;
759;Polakof  y Cía.  S.A.;El Dorado - San Carlos 3;Wilson Ferreira Aldunate esquina Islas Canarias 352;;Interior;3;El Dorado;-34,780476;-54,92078;San Carlos;Maldonado;10;10321;
760;DALTIRO S.A.;El Clon - Cerro Food;Carlos Ma Ramirez  1661;;Cerro;3;El Clon;-34,87414;-56,25056;Montevideo;Montevideo;1;1020;
761;DALTIRO S.A.;El Clon - Tres Cruces;8 de Octubre  2569;;Tres Cruces;3;El Clon;-34,891519;-56,1621;Montevideo;Montevideo;1;1020;
762;DALTIRO S.A.;El Clon - Miro;8 de octubre  3802;;Unión;6;El Clon;-34,874647;-56,13961;Montevideo;Montevideo;1;1020;
763;DALTIRO S.A.;El Clon - Iguazu;18 de julio 1265;;Centro;6;El Clon;-34,905699;-56,18876;Montevideo;Montevideo;1;1020;
764;DALTIRO S.A.;El Clon - Iguazu Food;18 de julio 1267;;Centro;2;El Clon;-34,9056;-56,18874;Montevideo;Montevideo;1;1020;
765;DALTIRO S.A.;El Clon - Pando;Gral Artigas 922;;Interior;3;El Clon;-34,718257;-55,96139;Pando;Canelones;3;3322;
766;DALTIRO S.A.;El Clon - Pocitos;Av Brasil  3098;;Pocitos;3;El Clon;-34,914118;-56,14948;Montevideo;Montevideo;1;1020;
767;DALTIRO S.A.;El Clon - Las Piedras Shopping;Av Bicentenario  312;;Interior;6;El Clon;-34,725448;-56,20293;Las Piedras;Canelones;3;3221;
768;DALTIRO S.A.;El Clon - ROCHA;Gral Artigas  144;;Interior;4;El Clon;-34,481595;-54,33502;Rocha;Rocha;14;14320;
769;BOWEREY SA;KINKO 1;Benito Blanco 1182 esq. Barreiro 1;;Pocitos;2;Kinko;-34,9111124;-56,1454468;Montevideo;Montevideo;1;1020;
770;BOWEREY SA;KINKO 2;Tomas Diago 798 esq. Jaime Zudañez 2;;Trouville;2;Kinko;-34,9166748;-56,1521854;Montevideo;Montevideo;1;1020;
771;BOWEREY SA;KINKO 3;Gabriel Pereira 3169 esq. 26 de Marzo 3;;Pocitos;2;Kinko;-34,9092691;-56,1478388;Montevideo;Montevideo;1;1020;
772;BOWEREY SA;KINKO 4;Av. Gral. Rivera 3649 esq. Bustamante 4;;Buceo;2;Kinko;-34,8997639;-56,1346418;Montevideo;Montevideo;1;1020;
773;BOWEREY SA;KINKO 5;Av. Gral. Rivera 2142 esq. Joaquin Requena 5;;Cordón;2;Kinko;-34,9022802;-56,1693546;Montevideo;Montevideo;1;1020;
774;BOWEREY SA;KINKO 6;Av. Gral. Rivera 2715 esq. Francisco Soca 6;;Parque Batlle;2;Kinko;-34,9031372;-56,1556223;Montevideo;Montevideo;1;1020;
775;BOWEREY SA;KINKO 7;Blanes 901 esq. Lauro Muller 7;;Parque Rodó;2;Kinko;-34,9125566;-56,1715106;Montevideo;Montevideo;1;1020;
